code	plaintext	status
133^CircleWithHorizontalBar	zodanig	R1038 transcription
133^^	onze	R1038 transcription
133^_	haar Majest *	R1038 transcription
133^o	seulement	R1038 transcription
134	<IL>	R1038 transcription
"134^"""	<IL>	R1038 transcription
134^CircleWithHorizontalBar	zo ras	R1038 transcription
134^^	onzer	R1038 transcription
134^_	haast?	R1038 transcription
134^o	si	R1038 transcription
135	dom	R1038 transcription
"135^"""	als dan	R1038 transcription
135^CircleWithHorizontalBar	zock	R1038 transcription
135^^	oogenschÿnlÿk	R1038 transcription
135^_	had	R1038 transcription
135^o	s'il	R1038 transcription
136	dont?	R1038 transcription
"136^"""	als dit	R1038 transcription
136^CircleWithHorizontalBar	zonder	R1038 transcription
136^^	oor	R1038 transcription
136^_	halve	R1038 transcription
136^o	<IL>	R1038 transcription
137	<IL>	R1038 transcription
"137^"""	als nog	R1038 transcription
137^CircleWithHorizontalBar	zonder het	R1038 transcription
137^^	<IL>	R1038 transcription
137^_	handel	R1038 transcription
137^o	soi	R1038 transcription
138	doon dit	R1038 transcription
"138^"""	<IL>	R1038 transcription
138^CircleWithHorizontalBar	zonder zÿn	R1038 transcription
138^^	op	R1038 transcription
138^_	haven	R1038 transcription
138^o	solde D	R1038 transcription
139	doon het?	R1038 transcription
"139^"""	<IL>	R1038 transcription
139^CircleWithHorizontalBar	zorgelÿk	R1038 transcription
139^^	op de	R1038 transcription
139^_	hazardeeren	R1038 transcription
139^o	sommege	R1038 transcription
140	dra	R1038 transcription
"140^"""	Ambassadeur ?	R1038 transcription
140^CircleWithHorizontalBar	<IL>	R1038 transcription
140^^	op het	R1038 transcription
140^_	hebbe	R1038 transcription
140^o	<IL>	R1038 transcription
141	dre	R1038 transcription
"141^"""	amiral?	R1038 transcription
141^CircleWithHorizontalBar	zulk	R1038 transcription
141^^	<IL>	R1038 transcription
141^o	<IL>	R1038 transcription
142	<IL>	R1038 transcription
"142^"""	ander	R1038 transcription
142^CircleWithHorizontalBar	zulks	R1038 transcription
142^^	<IL>	R1038 transcription
142^_	heden	R1038 transcription
142^o	-  - Sin Excellence D	R1038 transcription
143	<EMPTY>	R1038 transcription
"143^"""	andersints?	R1038 transcription
143^CircleWithHorizontalBar	zÿn	R1038 transcription
143^^	<IL>	R1038 transcription
143^_	heeft	R1038 transcription
143^o	<EMPTY>	R1038 transcription
144	<IL>	R1038 transcription
"144^"""	ant	R1038 transcription
144^CircleWithHorizontalBar	zÿnde?	R1038 transcription
144^^	orden	R1038 transcription
144^_	de Hur	R1038 transcription
144^o	sont	R1038 transcription
145	drent	R1038 transcription
"145^"""	<EMPTY>	R1038 transcription
145^CircleWithHorizontalBar	<IL>	R1038 transcription
145^^	<IL>	R1038 transcription
145^_	de Hur de	R1038 transcription
145^o	sous?	R1038 transcription
146	<IL>	R1038 transcription
"146^"""	apparentu	R1038 transcription
146^CircleWithHorizontalBar	zÿn D ?	R1038 transcription
146^^	ordre	R1038 transcription
146^_	<IL>	R1038 transcription
146^o	souverain	R1038 transcription
147	<IL>	R1038 transcription
"147^"""	<IL>	R1038 transcription
147^CircleWithHorizontalBar	zÿn Excellentie	R1038 transcription
147^^	ou	R1038 transcription
147^_	heid	R1038 transcription
147^o	specifi	R1038 transcription
148	<IL>	R1038 transcription
"148^"""	argent	R1038 transcription
148^CircleWithHorizontalBar	<IL>	R1038 transcription
148^^	outre	R1038 transcription
148^_	heil	R1038 transcription
148^o	<IL>	R1038 transcription
149	<IL>	R1038 transcription
"149^"""	armee	R1038 transcription
149^CircleWithHorizontalBar	zÿn Majesties? F	R1038 transcription
149^^	over	R1038 transcription
149^_	hem	R1038 transcription
149^o	sprucken?	R1038 transcription
150	<IL>	R1038 transcription
"150^"""	as?	R1038 transcription
150^CircleWithHorizontalBar	af	R1038 transcription
150^^	<IL>	R1038 transcription
150^_	hen	R1038 transcription
150^o	st	R1038 transcription
151	<IL>	R1038 transcription
"151^"""	assies?	R1038 transcription
151^CircleWithHorizontalBar	die	R1038 transcription
151^^	overlang	R1038 transcription
151^_	het	R1038 transcription
151^o	de Staat	R1038 transcription
152	<IL>	R1038 transcription
"152^"""	<IL>	R1038 transcription
152^CircleWithHorizontalBar	ge	R1038 transcription
152^^	<IL>	R1038 transcription
152^_	het geene?	R1038 transcription
152^o	<IL>	R1038 transcription
153	<IL>	R1038 transcription
"153^"""	<IL>	R1038 transcription
153^CircleWithHorizontalBar	l	R1038 transcription
153^_	hier	R1038 transcription
153^o	<IL>	R1038 transcription
154	<IL>	R1038 transcription
"154^"""	avec	R1038 transcription
154^CircleWithHorizontalBar	om	R1038 transcription
154^^	paar	R1038 transcription
154^_	hinder	R1038 transcription
154^o	<IL>	R1038 transcription
155	<IL>	R1038 transcription
"155^"""	anz?	R1038 transcription
155^CircleWithHorizontalBar	u	R1038 transcription
155^^	pacificeren	R1038 transcription
155^_	<IL>	R1038 transcription
155^o	<IL>	R1038 transcription
156	a	R1038 transcription
"156^"""	<IL>	R1038 transcription
156^CircleWithHorizontalBar	al	R1038 transcription
156^^	<EMPTY>	R1038 transcription
156^_	<IL>	R1038 transcription
156^o	<IL>	R1038 transcription
157	den	R1038 transcription
"157^"""	<IL>	R1038 transcription
157^CircleWithHorizontalBar	dit	R1038 transcription
157^^	paix	R1038 transcription
157^_	<IL>	R1038 transcription
157^o	<IL>	R1038 transcription
158	en	R1038 transcription
"158^"""	<IL>	R1038 transcription
158^CircleWithHorizontalBar	ge	R1038 transcription
158^^	par	R1038 transcription
158^_	<IL>	R1038 transcription
158^o	<IL>	R1038 transcription
159	is	R1038 transcription
"159^"""	Baron	R1038 transcription
159^CircleWithHorizontalBar	la	R1038 transcription
159^^	part	R1038 transcription
159^_	<IL>	R1038 transcription
159^o	suspect	R1038 transcription
160	o	R1038 transcription
"160^"""	batailler?	R1038 transcription
160^CircleWithHorizontalBar	on	R1038 transcription
160^^	parrit	R1038 transcription
160^_	<IL>	R1038 transcription
160^o	<IL>	R1038 transcription
161	ta	R1038 transcription
"161^"""	<IL>	R1038 transcription
161^CircleWithHorizontalBar	u	R1038 transcription
161^^	parti	R1038 transcription
161^_	<IL>	R1038 transcription
161^o	<IL>	R1038 transcription
162	a	R1038 transcription
"162^"""	<IL>	R1038 transcription
162^CircleWithHorizontalBar	<IL>	R1038 transcription
162^^	partÿ	R1038 transcription
162^_	<IL>	R1038 transcription
162^o	<IL>	R1038 transcription
163	den	R1038 transcription
"163^"""	begin	R1038 transcription
163^CircleWithHorizontalBar	W	R1038 transcription
163^^	pas	R1038 transcription
163^_	hoop	R1038 transcription
163^o	<IL>	R1038 transcription
164	en	R1038 transcription
"164^"""	<IL>	R1038 transcription
164^CircleWithHorizontalBar	waagen	R1038 transcription
164^^	patent	R1038 transcription
164^_	<IL>	R1038 transcription
164^o	a	R1038 transcription
165	k	R1038 transcription
"165^"""	<IL>	R1038 transcription
165^CircleWithHorizontalBar	<EMPTY>	R1038 transcription
165^^	pe	R1038 transcription
165^_	dit Hot	R1038 transcription
165^o	den	R1038 transcription
166	of	R1038 transcription
"166^"""	c	R1038 transcription
166^CircleWithHorizontalBar	waar aan	R1038 transcription
166^^	<IL>	R1038 transcription
166^_	dit Hot	R1038 transcription
166^o	er	R1038 transcription
167	te	R1038 transcription
"167^"""	e	R1038 transcription
167^CircleWithHorizontalBar	waarlÿk	R1038 transcription
167^^	per	R1038 transcription
167^_	Zÿn Hot	R1038 transcription
167^o	k	R1038 transcription
168	eener?	R1038 transcription
"168^"""	f	R1038 transcription
168^CircleWithHorizontalBar	Waarnemende de Laaden van	R1038 transcription
168^^	<IL>	R1038 transcription
168^_	haaden	R1038 transcription
168^o	na	R1038 transcription
169	<IL>	R1038 transcription
"169^"""	l	R1038 transcription
169^CircleWithHorizontalBar	<IL>	R1038 transcription
169^^	persuad	R1038 transcription
169^_	<IL>	R1038 transcription
169^o	ss	R1038 transcription
170	eens	R1038 transcription
"170^"""	ques	R1038 transcription
170^CircleWithHorizontalBar	wagt	R1038 transcription
170^^	porsecutie?	R1038 transcription
170^_	hun	R1038 transcription
170^o	a	R1038 transcription
171	eer	R1038 transcription
"171^"""	van	R1038 transcription
171^CircleWithHorizontalBar	want	R1038 transcription
171^^	<IL>	R1038 transcription
171^_	hÿ	R1038 transcription
171^o	der	R1038 transcription
172	<IL>	R1038 transcription
"172^"""	d	R1038 transcription
172^CircleWithHorizontalBar	was	R1038 transcription
172^^	point	R1038 transcription
172^_	hÿ	R1038 transcription
172^o	es	R1038 transcription
173	<IL>	R1038 transcription
"173^"""	e	R1038 transcription
173^CircleWithHorizontalBar	wat aangaat	R1038 transcription
173^^	<IL>	R1038 transcription
173^_	jaar	R1038 transcription
173^o	kan	R1038 transcription
174	eerd	R1038 transcription
"174^"""	g	R1038 transcription
174^CircleWithHorizontalBar	wederem?	R1038 transcription
174^^	<IL>	R1038 transcription
174^_	<IL>	R1038 transcription
174^o	ne	R1038 transcription
175	<IL>	R1038 transcription
"175^"""	la	R1038 transcription
175^CircleWithHorizontalBar	weet	R1038 transcription
175^^	<IL>	R1038 transcription
175^_	<IL>	R1038 transcription
175^o	t	R1038 transcription
176	eeren	R1038 transcription
"176^"""	r	R1038 transcription
176^CircleWithHorizontalBar	weeten	R1038 transcription
176^^	mpli	contextual inference
176^_	<IL>	R1038 transcription
176^o	suis	R1038 transcription
177	<IL>	R1038 transcription
"177^"""	w	R1038 transcription
177^CircleWithHorizontalBar	welk	R1038 transcription
177^^	<IL>	R1038 transcription
177^_	je	R1038 transcription
177^o	superioritus	R1038 transcription
178	<IL>	R1038 transcription
"178^"""	aan	R1038 transcription
178^CircleWithHorizontalBar	werd	R1038 transcription
178^^	<IL>	R1038 transcription
178^_	<IL>	R1038 transcription
178^o	sus	R1038 transcription
179	eff	R1038 transcription
"179^"""	aan	R1038 transcription
179^CircleWithHorizontalBar	- werden	R1038 transcription
179^^	<IL>	R1038 transcription
179^_	<IL>	R1038 transcription
179^o	T	R1038 transcription
180	egal?	R1038 transcription
"180^"""	aan dit?	R1038 transcription
180^CircleWithHorizontalBar	wet	R1038 transcription
180^^	pos	R1038 transcription
180^_	ig	R1038 transcription
180^o	tant	R1038 transcription
181	einde?	R1038 transcription
"181^"""	aan dit: Ministerir	R1038 transcription
181^CircleWithHorizontalBar	wezen	R1038 transcription
181^^	possible	R1038 transcription
181^_	ik	R1038 transcription
181^o	te	R1038 transcription
182	electi*	R1038 transcription
"182^"""	aangen nam?	R1038 transcription
182^CircleWithHorizontalBar	wien	R1038 transcription
182^^	daar	R1038 transcription
182^_	<IL>	R1038 transcription
182^o	te lang	R1038 transcription
183	elk	R1038 transcription
"183^"""	aan hoar Majesteit? F.	R1038 transcription
183^CircleWithHorizontalBar	wil	R1038 transcription
183^^	een	R1038 transcription
183^_	<IL>	R1038 transcription
183^o	<IL>	R1038 transcription
184	elÿk	R1038 transcription
"184^"""	aan hoar ? Maj F.	R1038 transcription
184^CircleWithHorizontalBar	willen	R1038 transcription
184^^	hun	R1038 transcription
184^_	<IL>	R1038 transcription
184^o	tegen	R1038 transcription
185	em	R1038 transcription
"185^"""	aan ? ? F	R1038 transcription
185^CircleWithHorizontalBar	wissel Brief	R1038 transcription
185^^	mÿn	R1038 transcription
185^_	<IL>	R1038 transcription
185^o	tegen het	R1038 transcription
186	ement	R1038 transcription
"186^"""	aan ? ? ?	R1038 transcription
186^CircleWithHorizontalBar	woord	R1038 transcription
186^^	s	R1038 transcription
186^_	<IL>	R1038 transcription
186^o	tem	R1038 transcription
187	emport	R1038 transcription
"187^"""	aan U Ho: id: ?	R1038 transcription
187^CircleWithHorizontalBar	word	R1038 transcription
187^^	ÿ	R1038 transcription
187^_	<IL>	R1038 transcription
187^o	tem	R1038 transcription
188	en	R1038 transcription
"188^"""	aan ? ??	R1038 transcription
188^CircleWithHorizontalBar	worden	R1038 transcription
188^^	dat	R1038 transcription
188^_	<IL>	R1038 transcription
188^o	ten	R1038 transcription
189	ence?	R1038 transcription
"189^"""	aan Zyn?	R1038 transcription
189^CircleWithHorizontalBar	worden zal	R1038 transcription
189^^	een	R1038 transcription
189^_	<IL>	R1038 transcription
189^o	ten langster	R1038 transcription
190	engagemen	R1038 transcription
"190^"""	aan Zÿn Excell: F	R1038 transcription
190^CircleWithHorizontalBar	wÿl	R1038 transcription
190^^	hÿ	R1038 transcription
190^_	<IL>	R1038 transcription
190^o	tent	R1038 transcription
191	ens	R1038 transcription
"191^"""	aan Zon ?	R1038 transcription
191^CircleWithHorizontalBar	ÿder	R1038 transcription
191^^	mut/moot?	R1038 transcription
191^_	<IL>	R1038 transcription
191^o	termÿn	R1038 transcription
192	<IL>	R1038 transcription
"192^"""	aan Zÿn Majesteit F	R1038 transcription
192^CircleWithHorizontalBar	Z	R1038 transcription
192^^	s	R1038 transcription
192^_	<IL>	R1038 transcription
192^o	teur	R1038 transcription
193	<IL>	R1038 transcription
"193^"""	<IL>	R1038 transcription
193^CircleWithHorizontalBar	zaaon?	R1038 transcription
193^^	z	R1038 transcription
193^_	<IL>	R1038 transcription
193^o	tien	R1038 transcription
194	<EMPTY>	R1038 transcription
"194^"""	able	R1038 transcription
194^CircleWithHorizontalBar	zal	R1038 transcription
194^^	oneeuigheid	R1038 transcription
194^_	<IL>	R1038 transcription
194^o	<IL>	R1038 transcription
195	<IL>	R1038 transcription
"195^"""	ac	R1038 transcription
195^CircleWithHorizontalBar	noord Zee	R1038 transcription
195^^	ongeacht	R1038 transcription
195^_	<IL>	R1038 transcription
195^o	tis	R1038 transcription
196	er	R1038 transcription
"196^"""	accord	R1038 transcription
196^CircleWithHorizontalBar	zeer	R1038 transcription
196^^	<IL	R1038 transcription
196^_	af	R1038 transcription
196^o	tregang	R1038 transcription
197	erent	R1038 transcription
"197^"""	act	R1038 transcription
197^CircleWithHorizontalBar	zekerlÿk	R1038 transcription
197^^	ons	R1038 transcription
197^_	e	R1038 transcription
197^o	toi	R1038 transcription
198	erg?	R1038 transcription
"198^"""	<IL>	R1038 transcription
198^CircleWithHorizontalBar	zegd	R1038 transcription
198^^	ont	R1038 transcription
198^_	g	R1038 transcription
198^o	tot	R1038 transcription
199	es	R1038 transcription
"199^"""	af	R1038 transcription
199^CircleWithHorizontalBar	zeggen	R1038 transcription
199^^	ontbied	R1038 transcription
199^_	le	R1038 transcription
199^o	tot hier toe?	R1038 transcription
200	esse	R1038 transcription
"200^"""	<IL>	R1038 transcription
200^CircleWithHorizontalBar	zelde	R1038 transcription
200^^	ontdek	R1038 transcription
200^_	p	R1038 transcription
200^o	<IL>	R1038 transcription
201	est	R1038 transcription
"201^"""	agressive?	R1038 transcription
201^CircleWithHorizontalBar	zelfde	R1038 transcription
201^^	onter?	R1038 transcription
201^_	re	R1038 transcription
201^o	Tractaat	R1038 transcription
202	et	R1038 transcription
"202^"""	ailleurs	R1038 transcription
202^CircleWithHorizontalBar	zelve	R1038 transcription
202^^	ontfangen	R1038 transcription
202^_	al	R1038 transcription
202^o	<IL>	R1038 transcription
203	etable	R1038 transcription
203^CircleWithHorizontalBar	zend	R1038 transcription
203^^	<IL>	R1038 transcription
203^_	e	R1038 transcription
203^o	tragtem	R1038 transcription
204	<IL>	R1038 transcription
"204^"""	alhier?	R1038 transcription
204^CircleWithHorizontalBar	zenden	R1038 transcription
204^^	<IL>	R1038 transcription
204^_	ga	R1038 transcription
204^o	Traite d' Alliance D	R1038 transcription
205	ete	R1038 transcription
"205^"""	alle	R1038 transcription
205^CircleWithHorizontalBar	zeventien, dia Sept.	R1038 transcription
205^^	<IL>	R1038 transcription
205^_	m	R1038 transcription
205^o	Traite de Paix	R1038 transcription
206	etre	R1038 transcription
"206^"""	allein?	R1038 transcription
206^CircleWithHorizontalBar	zig	R1038 transcription
206^^	ontwerp	R1038 transcription
206^_	pa	R1038 transcription
206^o	Traite de Petersbourg D	R1038 transcription
207	<IL>	R1038 transcription
"207^"""	allesints?	R1038 transcription
207^CircleWithHorizontalBar	vooor ?	R1038 transcription
207^^	ook	R1038 transcription
207^_	ver	R1038 transcription
207^o	translaat	R1038 transcription
208	evit	R1038 transcription
"208^"""	<IL>	R1038 transcription
208^CircleWithHorizontalBar	zo	R1038 transcription
208^^	<IL>	R1038 transcription
208^_	<IL>	R1038 transcription
208^o	trek	R1038 transcription
209	<IL>	R1038 transcription
"209^"""	<IL>	R1038 transcription
209^CircleWithHorizontalBar	zodat	R1038 transcription
209^^	on zen	R1038 transcription
209^_	haar Majest *	R1038 transcription
209^o	tri	R1038 transcription
210	<IL>	R1038 transcription
"210^"""	als? det	R1038 transcription
210^CircleWithHorizontalBar	zo voorts	R1038 transcription
210^^	on zes	R1038 transcription
210^_	haat	R1038 transcription
210^o	<IL>	R1038 transcription
211	<IL>	R1038 transcription
"211^"""	<IL>	R1038 transcription
211^CircleWithHorizontalBar	zocken	R1038 transcription
211^^	orit	R1038 transcription
211^_	hadde	R1038 transcription
211^o	trouv	R1038 transcription
212	M. Excellentie	R1038 transcription
"212^"""	<IL>	R1038 transcription
212^CircleWithHorizontalBar	zonder	R1038 transcription
212^^	oor	R1038 transcription
212^_	hadde	R1038 transcription
212^o	tui	R1038 transcription
213	<IL>	R1038 transcription
"213^"""	<IL>	R1038 transcription
213^CircleWithHorizontalBar	zondering	R1038 transcription
213^^	oorlogschip	R1038 transcription
213^_	<IL>	R1038 transcription
213^o	<IL>	R1038 transcription
214	<IL>	R1038 transcription
"214^"""	am	R1038 transcription
214^CircleWithHorizontalBar	zorg	R1038 transcription
214^^	op	R1038 transcription
214^_	haven	R1038 transcription
214^o	<IL>	R1038 transcription
215	<IL>	R1038 transcription
"215^"""	ambassadeur F	R1038 transcription
215^CircleWithHorizontalBar	zorgen	R1038 transcription
215^^	op dit	R1038 transcription
215^_	he	R1038 transcription
215^o	vai	R1038 transcription
216	<IL>	R1038 transcription
"216^"""	ampl	R1038 transcription
216^CircleWithHorizontalBar	<IL>	R1038 transcription
216^^	opin	R1038 transcription
216^_	hetten	R1038 transcription
216^o	Vaisseau Marchand	R1038 transcription
